geoid,name,B02001001,"B02001001, Error",B02001002,"B02001002, Error",B02001003,"B02001003, Error",B02001004,"B02001004, Error",B02001005,"B02001005, Error",B02001006,"B02001006, Error",B02001007,"B02001007, Error",B02001008,"B02001008, Error",B02001009,"B02001009, Error",B02001010,"B02001010, Error"
86000US11211,"11211",65511,3000,43092,2744,4318,975,377,236,3999,1036,0,31,9105,1920,4620,721,2775,516,1845,481
86000US11212,"11212",84006,4268,5582,1587,61370,3612,261,178,659,404,66,60,7625,1797,8443,1944,4453,1066,3990,1581
86000US11213,"11213",69131,2761,17829,1491,40794,2498,8,14,1116,300,26,34,4921,1396,4437,882,2757,757,1680,416
86000US11214,"11214",90796,3329,39627,2418,1963,473,640,392,33336,1936,8,13,10384,1671,4838,1172,1837,509,3001,990
86000US11215,"11215",72014,2662,52263,2582,2910,625,241,187,6674,958,0,31,3419,887,6507,847,3291,652,3216,521
86000US11216,"11216",62373,2591,20718,1327,28802,2272,56,62,2999,564,23,37,3483,820,6292,977,2871,867,3421,556
86000US11217,"11217",43045,1831,23952,1371,7636,1062,66,70,3935,575,12,17,2212,588,5232,1016,2388,692,2844,746
86000US11218,"11218",73318,3415,41158,2543,7033,1375,258,124,13231,1888,0,31,5343,1181,6295,1064,2988,756,3307,691
86000US11219,"11219",92283,3961,57607,3891,1444,512,599,380,20305,1834,39,44,10547,1907,1742,549,1082,417,660,320
86000US11220,"11220",93008,4021,22067,2085,2298,738,1271,498,37912,2275,0,31,23996,2774,5464,1090,3902,968,1562,499
86000US11221,"11221",91236,4062,21286,1587,39370,3168,693,406,4668,1059,82,90,14770,1867,10367,1891,6622,1423,3745,1093
86000US11222,"11222",40137,1540,29683,1240,1203,341,189,229,2055,355,0,28,2581,740,4426,765,2058,419,2368,645
86000US11223,"11223",80113,3288,40820,2225,4475,916,287,189,21861,1556,11,16,9581,1968,3078,642,963,281,2115,617
86000US11224,"11224",47893,2183,24538,1983,10241,1352,168,145,4542,1087,0,28,5479,1627,2925,1154,1411,816,1514,852
86000US11225,"11225",58476,3018,17325,1988,32363,2396,61,106,1927,569,0,31,2901,845,3899,714,1870,485,2029,550
86000US11226,"11226",101053,4193,15171,1360,65186,3550,1549,763,3186,641,0,31,8926,1398,7035,908,4147,766,2888,628
86000US11228,"11228",44196,2179,23623,1687,552,224,129,142,15583,1358,0,28,2720,788,1589,343,845,267,744,226
86000US11229,"11229",81109,2814,49135,2458,5069,981,194,133,19501,1523,56,84,3003,950,4151,860,1513,467,2638,748
86000US11230,"11230",90245,2834,56510,2502,7916,1129,683,457,14427,1697,48,51,5808,1170,4853,956,1968,809,2885,632
86000US11231,"11231",38829,2393,25045,1496,4958,1284,126,108,2154,400,458,464,2470,1079,3618,673,1318,374,2300,526
86000US11232,"11232",28137,1833,10725,1175,2021,468,614,345,4345,695,14,26,7326,1586,3092,744,2024,668,1068,347
86000US11233,"11233",83125,3181,11851,1425,58706,3032,459,229,1086,412,26,42,5835,1237,5162,896,2237,667,2925,717
86000US11234,"11234",89976,2620,33915,1652,39296,2324,390,269,7312,933,0,31,3994,922,5069,1022,3233,843,1836,501
86000US11235,"11235",83069,2433,57750,2510,2130,538,23,25,12344,1322,0,31,4615,1016,6207,1388,1879,588,4328,1303
86000US11236,"11236",100082,3175,5075,722,81608,2987,81,57,2639,527,21,25,4404,774,6254,981,4302,781,1952,544
86000US11237,"11237",47183,2242,15083,1212,5890,1087,885,536,3107,509,36,45,15893,2027,6289,1048,4055,953,2234,644
86000US11238,"11238",58047,2189,29650,1491,15622,1429,296,193,3850,531,0,31,1792,443,6837,880,2880,592,3957,656
86000US11239,"11239",16808,1347,2899,654,11133,1112,308,243,444,265,0,21,1032,383,992,416,646,297,346,286
86000US11249,"11249",45087,2556,30733,2332,3989,1360,217,218,2601,531,0,28,3336,930,4211,843,1594,511,2617,755
86000US11354,"11354",53371,2470,8888,1058,1564,395,183,117,35533,2288,258,183,4919,1371,2026,635,1028,427,998,439
86000US11355,"11355",79495,3670,8009,983,2217,717,412,243,57749,3332,49,65,8051,1348,3008,807,1777,687,1231,513
86000US11356,"11356",27632,2411,7464,1107,256,223,22,34,9084,1317,38,62,8986,1994,1782,646,1475,601,307,153
86000US11357,"11357",42792,2400,26153,1612,309,150,95,149,11184,1639,94,142,2159,1170,2798,830,2177,768,621,311
86000US11358,"11358",37647,1832,13694,1221,405,231,111,72,18085,1576,0,28,3104,762,2248,575,1533,509,715,248
86000US11359,"11359",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US11360,"11360",19719,2032,11314,1826,256,102,148,156,6091,921,0,21,833,394,1077,337,743,295,334,177
86000US11361,"11361",29544,1662,13140,1165,1154,350,129,105,11948,966,0,25,1479,443,1694,561,1172,504,522,215
86000US11362,"11362",18426,1383,7470,819,491,434,0,21,9010,1238,0,21,554,290,901,376,618,345,283,189
86000US11363,"11363",7365,897,4052,745,46,42,64,88,2276,547,0,19,112,77,815,537,551,515,264,123
86000US11364,"11364",38124,2509,13326,1275,1161,653,337,327,18677,1699,0,28,2021,785,2602,818,1647,707,955,445
86000US11365,"11365",46424,3089,12545,1306,5461,1231,49,73,20069,1713,0,28,4295,1523,4005,1698,3018,1701,987,453
86000US11366,"11366",13659,1199,4965,634,738,274,0,21,5781,775,0,21,1464,569,711,441,244,161,467,414
86000US11367,"11367",43286,2553,20538,2075,3686,986,123,99,11826,1336,0,28,4398,1003,2715,808,1312,626,1403,455
86000US11368,"11368",112750,4176,24335,2762,10571,1679,902,430,13429,1855,0,31,51129,3945,12384,2371,9731,1901,2653,1499
86000US11369,"11369",32177,2165,5975,945,5653,784,252,163,4781,918,6,12,12150,1579,3360,751,2515,683,845,260
86000US11370,"11370",28164,1827,10509,1432,3191,767,410,348,6920,1293,20,30,4738,950,2376,746,1765,680,611,287
86000US11371,"11371",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US11372,"11372",67001,3622,23111,2293,2211,796,315,186,15419,1680,179,189,14238,1914,11528,2183,8705,1926,2823,1168
86000US11373,"11373",102618,4063,11515,1330,1585,426,824,429,50403,3138,42,74,32221,3059,6028,983,4455,917,1573,598
86000US11374,"11374",47230,2597,20274,1719,1943,814,80,98,14411,1324,25,37,4839,1058,5658,1127,2940,928,2718,755
86000US11375,"11375",75212,2813,39435,2255,2501,593,269,130,21474,1550,0,31,4525,897,7008,1133,3365,761,3643,749
86000US11377,"11377",86977,3486,29414,2254,2105,590,687,276,31919,2331,0,31,8699,1628,14153,2102,12076,2051,2077,456
86000US11378,"11378",39250,2021,22272,1671,502,236,285,272,5336,905,0,28,7120,1424,3735,1021,2984,1003,751,289
86000US11379,"11379",38261,2216,26106,1466,507,229,74,68,4688,639,0,28,3988,1121,2898,882,2310,787,588,346
86000US11385,"11385",105521,3422,63674,2158,3867,645,440,213,7289,929,0,31,15378,1821,14873,2226,11963,2115,2910,574
86000US11411,"11411",21329,1276,811,447,18728,1323,0,25,313,196,0,25,705,309,772,273,457,243,315,136
86000US11412,"11412",40593,2216,889,308,33105,2142,313,185,1299,416,162,167,2933,653,1892,616,1157,432,735,425
86000US11413,"11413",44832,2316,793,322,39174,2201,42,47,758,344,0,28,2824,702,1241,534,653,398,588,345
86000US11414,"11414",30374,2727,21214,2093,1284,593,80,95,1710,1095,0,28,2376,1027,3710,1150,2233,886,1477,677
86000US11415,"11415",20315,1678,9812,1391,1621,388,175,115,4598,1188,6,10,2313,614,1790,427,981,332,809,263
86000US11416,"11416",27794,1667,5501,860,1394,435,144,113,9448,1169,0,25,7019,965,4288,1011,3412,946,876,356
86000US11417,"11417",31200,1918,7695,933,2665,679,132,97,9060,1231,0,28,6919,1138,4729,1082,3592,893,1137,532
86000US11418,"11418",38317,2602,10635,1205,3378,742,451,222,8996,1379,0,28,9906,1228,4951,1178,3671,1185,1280,387
86000US11419,"11419",48096,2319,3076,627,7176,857,776,419,16389,1530,65,60,14300,1588,6314,1143,4349,915,1965,562
86000US11420,"11420",51153,2472,4497,897,11379,1363,1039,527,17131,1674,134,144,8692,1429,8281,1267,6040,1058,2241,860
86000US11421,"11421",41552,2428,11079,1250,2181,813,172,93,7504,865,63,101,11927,1309,8626,1658,7377,1478,1249,811
86000US11422,"11422",32296,2193,2457,806,26049,2022,37,43,782,421,0,28,1147,485,1824,523,1091,421,733,282
86000US11423,"11423",29921,1975,3793,784,10078,1086,287,203,9191,1429,5,12,4536,1058,2031,568,1216,391,815,424
86000US11424,"11424",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US11426,"11426",19733,1817,5340,838,1165,433,0,21,9252,1565,0,21,2201,869,1775,516,977,378,798,380
86000US11427,"11427",25187,1980,5072,879,5707,982,133,149,8714,1067,0,25,3336,916,2225,677,1586,617,639,271
86000US11428,"11428",19554,1481,2305,493,4074,847,77,59,6245,845,0,21,4759,1108,2094,516,1580,478,514,210
86000US11429,"11429",27845,1856,1445,537,18682,1749,364,312,2067,561,0,25,2970,784,2317,905,1866,870,451,210
86000US11430,"11430",332,15,122,113,173,85,0,13,6,13,0,13,31,70,0,13,0,13,0,13
86000US11432,"11432",64268,2272,9662,1156,11138,1169,521,338,27628,1909,66,73,10220,1448,5033,1122,2798,940,2235,685
86000US11433,"11433",38865,2665,1620,784,21823,2259,672,498,6031,1151,0,28,6688,1550,2031,500,1368,395,663,267
86000US11434,"11434",68182,2804,2687,772,54552,3013,133,172,2039,648,0,31,4746,900,4025,922,2714,839,1311,392
86000US11435,"11435",59961,2658,9595,1300,14971,1506,601,514,13860,1634,0,31,17518,2087,3416,834,2485,670,931,384
86000US11436,"11436",21349,1382,734,275,13430,1191,137,199,1371,380,0,25,3716,785,1961,519,1504,481,457,228
86000US11439,"11439",2140,62,1093,129,478,132,8,15,168,74,0,13,35,39,358,133,200,104,158,92
86000US11451,"11451",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US11501,"11501",21434,361,14243,965,299,230,13,22,3647,863,0,25,1820,784,1412,438,1094,409,318,155
86000US11507,"11507",7111,812,3661,529,63,73,0,19,2953,691,0,19,90,76,344,182,145,108,199,147
86000US11509,"11509",1682,374,1590,365,8,8,0,13,23,19,0,13,46,49,15,11,11,11,4,5
86000US11510,"11510",35070,2100,13447,1278,14562,1446,11,19,1093,358,0,28,1713,761,4244,1023,1921,582,2323,800
86000US11514,"11514",5040,681,3159,646,167,118,0,19,618,219,0,19,850,379,246,228,223,224,23,28
86000US11516,"11516",8450,604,7356,988,197,201,0,19,76,72,0,19,123,127,698,832,648,836,50,83
86000US11518,"11518",10294,566,8514,757,584,451,18,28,468,378,0,21,274,224,436,329,315,285,121,126
86000US11520,"11520",44876,411,14444,1382,14085,1570,29,71,926,398,5,6,9108,1616,6279,1499,2985,939,3294,1257
86000US11530,"11530",28207,696,24302,837,293,162,0,25,1704,495,0,25,605,257,1303,459,731,347,572,287
86000US11542,"11542",29095,349,19722,1295,1638,747,257,203,1579,422,66,83,2828,1269,3005,929,2576,892,429,213
86000US11545,"11545",12068,954,9980,905,93,73,30,49,931,271,0,21,512,331,522,198,312,160,210,123
86000US11547,"11547",585,255,443,216,0,13,0,13,142,162,0,13,0,13,0,13,0,13,0,13
86000US11548,"11548",2230,305,1579,280,126,56,0,13,433,201,0,13,21,21,71,42,28,28,43,28
86000US11549,"11549",2508,146,1797,190,256,89,0,13,198,74,0,13,44,33,213,80,32,34,181,73
86000US11550,"11550",60668,434,8069,1185,27970,1810,175,122,1201,497,7,12,17279,2101,5967,1141,4685,1024,1282,447
86000US11552,"11552",26043,1801,13911,1284,5888,807,25,40,1260,375,71,95,3040,1007,1848,604,1428,567,420,183
86000US11553,"11553",27886,2012,7293,1360,11503,1507,347,306,342,129,0,25,4293,913,4108,1403,2532,1200,1576,596
86000US11554,"11554",36856,2257,24364,2048,1729,667,6,9,6617,1095,9,17,2698,682,1433,608,695,353,738,480
86000US11556,"11556",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US11557,"11557",8290,1142,6127,1042,579,342,0,19,854,451,0,19,331,176,399,208,223,166,176,145
86000US11558,"11558",8660,464,6950,678,114,73,0,19,299,217,0,19,815,414,482,278,361,252,121,108
86000US11559,"11559",8732,659,7345,403,212,205,0,19,197,190,0,19,823,498,155,181,145,181,10,13
86000US11560,"11560",7043,796,5979,732,155,178,14,23,232,125,0,19,72,72,591,270,489,265,102,59
86000US11561,"11561",38755,538,31369,1259,1824,692,42,44,1744,531,4,7,1737,633,2035,640,1092,323,943,464
86000US11563,"11563",22055,423,15034,1271,1494,568,169,173,1785,783,0,25,1348,504,2225,1129,1835,1086,390,190
86000US11565,"11565",9013,423,6552,476,460,308,0,19,242,151,0,19,422,206,1337,378,875,287,462,254
86000US11566,"11566",33976,1455,29450,1617,932,393,38,40,1100,423,0,28,364,172,2092,447,1515,418,577,199
86000US11568,"11568",4272,141,2901,261,288,107,0,13,672,142,0,13,92,53,319,144,78,52,241,138
86000US11569,"11569",1110,327,1075,327,0,13,0,13,0,13,0,13,0,13,35,29,30,26,5,9
86000US11570,"11570",28262,591,22348,1103,1690,524,145,238,1542,737,0,25,1225,502,1312,374,965,337,347,158
86000US11572,"11572",29961,1226,25238,1125,603,338,51,56,920,411,0,25,873,529,2276,658,1507,573,769,352
86000US11575,"11575",19102,1630,3403,1053,9544,1451,462,470,455,253,0,21,3909,1564,1329,676,742,577,587,329
86000US11576,"11576",12506,885,9000,885,145,123,0,21,2538,617,0,21,655,380,168,99,96,78,72,45
86000US11577,"11577",12399,1212,8474,1002,391,210,3,6,2677,380,36,51,240,162,578,296,465,277,113,97
86000US11579,"11579",5062,28,4638,204,40,45,0,19,52,67,0,19,69,99,263,179,214,173,49,43
86000US11580,"11580",43396,2125,12169,1943,13933,1551,22,25,6850,1030,0,28,5967,1366,4455,1299,3729,1256,726,336
86000US11581,"11581",22770,1471,10360,830,3826,785,20,45,3761,821,0,25,2847,951,1956,747,1622,809,334,204
86000US11590,"11590",47951,2257,20158,2268,9174,1138,8,17,4728,915,76,96,9917,1791,3890,1055,3110,1031,780,230
86000US11596,"11596",10520,418,7678,497,57,61,17,14,2036,358,0,21,475,561,257,174,184,161,73,54
86000US11598,"11598",14531,1523,12207,1306,707,469,10,14,297,211,0,21,506,381,804,641,339,329,465,471
86000US11691,"11691",70365,3335,20338,2304,30553,2800,149,166,2978,1416,36,58,8501,2090,7810,1655,5879,1519,1931,650
86000US11692,"11692",24584,1866,4698,816,14210,1460,48,53,1129,440,0,25,1665,591,2834,905,2029,810,805,415
86000US11693,"11693",13558,1351,7616,1034,3232,759,23,52,457,329,0,21,919,452,1311,546,964,515,347,196
86000US11694,"11694",21788,1729,16953,1678,1634,412,18,28,502,197,0,25,1420,713,1261,524,941,428,320,188
86000US11697,"11697",3946,855,3832,853,9,15,0,13,44,36,0,13,0,13,61,62,0,13,61,62
86000US11701,"11701",27874,1618,11600,1215,9358,1335,98,102,313,217,7,11,3307,1456,3191,1045,2045,842,1146,477
86000US11702,"11702",14044,766,12772,778,197,153,82,107,145,109,0,21,420,304,428,161,271,136,157,88
86000US11703,"11703",17414,1913,11400,1544,2288,1180,63,81,1012,306,11,18,1361,469,1279,471,776,350,503,268
86000US11704,"11704",39753,1681,28131,1710,5456,814,62,40,727,331,0,28,3004,589,2373,512,1744,443,629,223
86000US11705,"11705",8409,770,7477,766,167,120,8,13,132,96,0,19,199,167,426,203,366,194,60,49
86000US11706,"11706",65437,2983,35051,2337,7988,1229,640,478,4047,1704,9,16,10756,1995,6946,1499,5008,1366,1938,882
86000US11709,"11709",6763,22,6317,167,24,39,0,19,34,30,0,19,52,86,336,127,200,106,136,108
86000US11710,"11710",34950,2168,29281,2049,844,407,56,72,1840,555,34,46,536,314,2359,714,1416,428,943,579
86000US11713,"11713",8905,830,5528,598,1551,405,71,73,160,130,4,7,669,383,922,401,420,244,502,348
86000US11714,"11714",22444,1595,17423,1452,72,54,213,179,2754,591,0,25,562,367,1420,584,1156,576,264,173
86000US11715,"11715",3786,455,3630,464,0,13,0,13,31,32,0,13,56,68,69,53,32,34,37,39
86000US11716,"11716",10074,974,8659,974,234,210,19,32,404,230,0,21,239,193,519,444,437,436,82,74
86000US11717,"11717",64969,2882,23075,2340,10277,2331,721,457,1692,725,83,95,19222,2472,9899,1954,8554,1778,1345,554
86000US11718,"11718",3181,18,2881,180,90,59,0,13,12,12,0,13,44,40,154,144,21,21,133,144
86000US11719,"11719",3519,504,3026,493,234,86,18,15,12,14,10,17,52,39,167,81,77,69,90,50
86000US11720,"11720",29193,1952,22148,1649,1645,535,92,89,2014,494,7,13,1317,578,1970,427,828,280,1142,336
86000US11721,"11721",6569,679,5760,569,117,149,0,19,291,192,0,19,322,340,79,55,55,50,24,28
86000US11722,"11722",37032,2420,13348,1608,7481,944,110,96,737,295,21,27,8688,1740,6647,2016,6038,2013,609,286
86000US11724,"11724",2874,434,2488,363,0,13,0,13,84,79,0,13,93,80,209,171,68,62,141,160
86000US11725,"11725",28735,1552,25276,1621,530,250,0,25,1621,579,0,25,256,111,1052,383,609,286,443,232
86000US11726,"11726",22059,2029,8869,1106,3585,862,269,198,297,186,0,25,4863,1197,4176,1742,3669,1757,507,293
86000US11727,"11727",30058,1865,19309,1790,4515,1012,0,28,1738,581,26,41,1160,524,3310,1225,1630,877,1680,814
86000US11729,"11729",26608,1499,16658,1580,2999,747,8,13,3188,640,0,25,1407,427,2348,839,1647,657,701,382
86000US11730,"11730",14168,1153,12178,790,486,377,45,65,140,135,0,21,684,886,635,327,588,333,47,50
86000US11731,"11731",30714,2046,26147,2067,681,443,0,28,1397,388,0,28,684,383,1805,442,1033,362,772,308
86000US11732,"11732",3546,505,3116,486,96,74,0,13,26,23,0,13,51,69,257,184,88,72,169,170
86000US11733,"11733",17304,1300,14089,1257,285,145,8,12,1549,355,0,21,365,197,1008,267,464,190,544,222
86000US11735,"11735",32716,1497,24855,1511,1224,366,31,30,2577,700,11,22,1244,455,2774,656,1933,584,841,439
86000US11738,"11738",20077,2140,14327,1497,1864,1109,289,254,1161,438,0,25,1054,427,1382,662,886,648,496,260
86000US11739,"11739",1400,318,1236,262,0,13,0,13,38,59,0,13,0,13,126,131,107,125,19,31
86000US11740,"11740",11010,863,8522,870,1233,576,0,21,427,200,0,21,251,202,577,257,495,248,82,85
86000US11741,"11741",27632,2008,23639,1703,1015,524,0,25,1257,409,0,25,450,336,1271,498,1010,487,261,130
86000US11742,"11742",13448,1245,10890,1115,903,525,181,164,501,215,0,21,442,250,531,320,423,312,108,69
86000US11743,"11743",41423,2161,33382,1796,1430,416,17,18,1707,514,0,28,1446,460,3441,1491,2167,1488,1274,370
86000US11746,"11746",67663,2010,45507,2116,4818,870,909,404,5677,855,0,31,5508,1299,5244,1209,3796,1170,1448,365
86000US11747,"11747",19605,1590,17066,1495,283,180,11,18,1068,267,0,21,140,101,1037,610,722,525,315,304
86000US11749,"11749",3568,39,1533,314,437,204,30,31,321,141,0,13,769,339,478,270,340,258,138,87
86000US11751,"11751",13501,1237,10736,1086,433,278,0,21,832,392,0,21,477,291,1023,564,677,577,346,161
86000US11752,"11752",9164,671,7525,661,172,155,78,48,107,102,0,19,471,324,811,333,596,258,215,171
86000US11753,"11753",13087,1255,6027,896,72,88,0,21,6456,1054,0,21,125,93,407,219,89,67,318,225
86000US11754,"11754",18431,1047,16435,999,180,118,60,63,690,390,0,21,274,150,792,259,418,200,374,185
86000US11755,"11755",12227,456,9761,691,282,195,13,22,1081,415,0,21,333,228,757,522,577,530,180,82
86000US11756,"11756",42459,1950,31201,1694,637,323,5,9,4239,806,0,28,3629,873,2748,608,1891,445,857,340
86000US11757,"11757",45082,1452,35730,1907,2108,710,34,30,1116,534,0,28,3491,969,2603,654,1854,567,749,371
86000US11758,"11758",54201,2177,46589,1880,2883,674,9,15,545,218,90,98,1038,457,3047,722,2333,570,714,357
86000US11762,"11762",22440,609,20482,713,172,119,32,40,490,221,0,25,378,225,886,308,465,236,421,197
86000US11763,"11763",29765,2404,20096,1253,3020,1006,203,275,701,420,0,25,2129,816,3616,1857,2951,1762,665,445
86000US11764,"11764",12711,1555,11092,1518,105,108,0,21,352,265,0,21,315,336,847,616,673,604,174,130
86000US11765,"11765",708,193,614,189,0,13,0,13,63,37,0,13,0,13,31,23,22,19,9,11
86000US11766,"11766",11476,1034,10094,969,233,168,7,11,453,175,0,21,176,266,513,326,326,228,187,244
86000US11767,"11767",14493,1383,12283,1287,392,242,94,140,825,500,0,21,20,16,879,231,464,226,415,206
86000US11768,"11768",21333,1328,19805,1261,77,64,16,26,350,180,0,25,88,78,997,553,635,341,362,345
86000US11769,"11769",9081,923,8030,882,494,451,0,19,79,78,0,19,54,41,424,228,374,218,50,47
86000US11770,"11770",112,59,82,34,0,13,0,13,0,13,0,13,0,13,30,41,30,41,0,13
86000US11771,"11771",10068,1139,8135,1218,210,187,0,21,546,198,0,21,482,449,695,357,497,308,198,198
86000US11772,"11772",45345,2185,35645,2389,2153,586,63,65,1563,513,0,28,2685,761,3236,852,2147,803,1089,445
86000US11776,"11776",24119,1828,19176,1786,1374,566,13,23,534,255,0,25,1375,681,1647,853,1423,827,224,118
86000US11777,"11777",9257,232,7744,436,116,64,20,22,583,238,0,19,292,230,502,187,311,172,191,111
86000US11778,"11778",12496,1385,11293,1418,102,69,0,21,75,55,0,21,262,172,764,311,399,233,365,183
86000US11779,"11779",38654,2169,30312,2077,1754,592,103,100,2542,656,9,14,1297,406,2637,587,1861,517,776,235
86000US11780,"11780",15617,1130,13431,1044,259,209,0,21,743,319,0,21,402,217,782,211,416,184,366,147
86000US11782,"11782",15113,1280,13912,1310,79,58,0,21,208,188,57,87,76,79,781,283,562,250,219,157
86000US11783,"11783",21916,1310,19570,1164,579,361,33,36,792,554,0,25,295,201,647,296,390,287,257,128
86000US11784,"11784",25425,1480,18115,1371,1412,533,120,98,1688,407,0,25,1136,394,2954,744,2119,712,835,363
86000US11786,"11786",6559,1103,5656,974,186,192,0,19,143,146,0,19,202,212,372,228,228,207,144,107
86000US11787,"11787",34408,1639,30022,1516,312,117,22,30,1754,566,0,28,400,240,1898,745,1070,484,828,520
86000US11788,"11788",17017,1267,13571,1036,237,126,10,15,1440,650,0,21,570,220,1189,400,799,360,390,223
86000US11789,"11789",7434,987,6314,1092,143,141,13,20,200,220,0,19,170,117,594,267,415,248,179,129
86000US11790,"11790",19282,1359,12594,1069,970,213,23,32,4659,904,0,21,237,126,799,314,519,267,280,118
86000US11791,"11791",25631,1495,15678,1018,336,157,76,85,8143,1031,0,25,561,323,837,269,562,247,275,175
86000US11792,"11792",8595,1023,7791,1088,268,261,23,42,74,69,0,19,137,156,302,198,301,197,1,10
86000US11793,"11793",30865,1611,26662,1625,398,233,38,44,1128,424,0,28,659,284,1980,624,1252,435,728,307
86000US11794,"11794",1425,420,346,166,189,90,5,10,665,224,0,13,48,48,172,130,61,53,111,89
86000US11795,"11795",25650,1790,22498,1699,177,103,13,18,595,371,0,25,280,181,2087,816,1160,511,927,595
86000US11796,"11796",3843,532,3573,547,62,49,0,13,117,74,0,13,12,19,79,80,33,63,46,50
86000US11797,"11797",9203,901,7305,824,114,33,0,19,1407,387,0,19,61,43,316,193,79,59,237,180
86000US11798,"11798",18355,1355,2117,677,10114,1086,7,11,401,333,0,21,3236,947,2480,888,1430,601,1050,570
86000US11801,"11801",41967,2118,20514,1719,538,380,149,217,13604,1344,28,35,2872,1012,4262,1232,3595,1222,667,377
86000US11803,"11803",30298,1497,23098,1380,93,81,12,23,5683,865,0,28,617,390,795,233,520,205,275,119
86000US11804,"11804",4443,590,3395,329,17,27,0,13,857,512,0,13,0,13,174,115,95,80,79,87
86000US11901,"11901",32330,1859,20351,1819,3929,908,28,44,716,498,0,28,3744,1429,3562,1564,2060,1064,1502,1118
86000US11930,"11930",741,188,681,175,3,5,0,13,0,13,0,13,31,41,26,36,0,13,26,36
86000US11931,"11931",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US11932,"11932",1032,367,752,313,176,139,0,13,61,90,0,13,1,4,42,65,42,65,0,13
86000US11933,"11933",6975,921,5993,799,589,333,0,19,179,170,0,19,50,46,164,292,18,22,146,291
86000US11934,"11934",7778,1018,7015,1068,166,150,0,19,148,129,0,19,248,238,201,125,185,121,16,19
86000US11935,"11935",2847,437,2599,439,21,23,0,13,14,24,0,13,23,33,190,152,137,121,53,68
86000US11937,"11937",21040,1155,14176,1287,672,438,120,128,371,314,0,25,1724,881,3977,1208,3509,1235,468,355
86000US11939,"11939",1564,406,1518,394,9,13,0,13,0,13,0,13,0,13,37,32,31,32,6,8
86000US11940,"11940",5462,601,4860,595,128,109,0,19,135,170,0,19,65,57,274,156,182,117,92,104
86000US11941,"11941",2493,473,2133,451,47,66,0,13,0,13,0,13,103,76,210,151,120,135,90,87
86000US11942,"11942",5620,801,5068,807,41,43,51,71,110,80,20,31,252,210,78,69,47,56,31,44
86000US11944,"11944",4799,460,3898,584,164,81,6,22,37,41,0,13,436,287,258,194,97,134,161,131
86000US11946,"11946",17517,1697,13691,1583,167,165,81,78,397,317,4,11,1370,749,1807,828,1566,816,241,156
86000US11947,"11947",153,239,153,239,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US11948,"11948",535,270,531,265,4,17,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US11949,"11949",13194,1342,11442,1091,428,279,0,21,385,378,0,21,40,44,899,711,648,528,251,302
86000US11950,"11950",16379,1498,12205,1553,1068,444,346,147,173,138,0,21,609,411,1978,960,1069,730,909,415
86000US11951,"11951",14969,2178,11978,2075,1274,387,3,6,258,178,0,21,298,186,1158,606,480,303,678,567
86000US11952,"11952",5231,907,5007,858,8,11,0,19,0,19,0,19,174,282,42,54,12,21,30,48
86000US11953,"11953",13701,1321,10510,1199,2044,528,8,11,126,76,0,21,353,189,660,268,324,152,336,202
86000US11954,"11954",4322,942,3983,915,32,53,23,30,1,3,0,13,164,131,119,69,88,67,31,31
86000US11955,"11955",2857,264,2556,333,164,180,5,8,0,13,1,10,58,64,73,75,23,39,50,64
86000US11956,"11956",305,119,268,115,0,13,0,13,3,5,0,13,21,24,13,15,9,14,4,6
86000US11957,"11957",1220,257,1163,264,8,12,0,13,6,9,0,13,31,27,12,12,7,10,5,7
86000US11958,"11958",893,256,778,186,0,13,0,13,0,13,0,13,100,163,15,30,15,30,0,13
86000US11959,"11959",632,224,482,213,17,22,0,13,0,13,0,13,0,13,133,152,118,155,15,22
86000US11960,"11960",962,263,962,263,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
86000US11961,"11961",13126,1275,11740,1211,487,121,0,21,181,117,0,21,348,223,370,144,222,108,148,93
86000US11962,"11962",344,156,291,121,49,78,0,13,4,6,0,13,0,13,0,13,0,13,0,13
86000US11963,"11963",8445,1100,7044,900,203,145,52,82,285,246,0,19,147,134,714,507,641,503,73,47
86000US11964,"11964",3129,485,2032,636,31,51,586,708,224,312,0,13,256,412,0,13,0,13,0,13
86000US11965,"11965",491,318,488,318,1,2,0,13,0,13,0,13,2,3,0,13,0,13,0,13
86000US11967,"11967",26860,2555,20190,2432,2290,886,22,35,1426,571,7,14,1399,683,1526,521,699,327,827,437
86000US11968,"11968",13623,1442,10250,847,1183,1212,206,111,357,166,0,21,366,243,1261,603,933,568,328,266
86000US11970,"11970",563,400,528,391,0,13,0,13,35,56,0,13,0,13,0,13,0,13,0,13
86000US11971,"11971",6286,838,5334,952,27,31,0,19,232,163,0,19,393,303,300,375,300,375,0,19
86000US11972,"11972",413,255,409,254,2,4,0,13,0,13,0,13,0,13,2,4,2,4,0,13
